system:index,APMean,APMean_1,Area_km2,CCSNAME,CCSNAME_1,CCSUID,CCSUID_1,CCSUID_12,CDNAME,CDNAME_1,CDTYPE,CDTYPE_1,CDUID,CDUID_1,CDUID_12,CMANAME,CMANAME_1,CMAPUID,CMAPUID_1,CMATYPE,CMATYPE_1,CMAUID,CMAUID_1,CMAUID_12,CSDNAME,CSDNAME_1,CSDTYPE,CSDTYPE_1,CSDUID,CSDUID_1,CSDUID_12,CTNAME,CTNAME_1,CTUID,CTUID_1,CTUID_12,DAUID,DAUID_1,DAUID_12,ERNAME,ERNAME_1,ERUID,ERUID_1,ERUID_12,FID_Munici,FID_gda_00,FULL_NAME,MUN_NAME,OBJECTID,PRNAME,PRNAME_1,PRUID,PRUID_1,PRUID_12,REG_NAME,SACCODE,SACCODE_1,SACTYPE,SACTYPE_1,SHAPE_Leng,Shape_Area,Shape_Le_1,geometry,geometry_1,mean,.geo
000000000000000004ef,14.97643932,22.36545888,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.08,527.08,5350527.08,5350527.08,5350527.08,35210692,35210692,35210692,Toronto,Toronto,3530,3530,3530,2,25944,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,86461.7044781,1140.59153926,,,0.1756170264732034,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c2,15.63509923,23.30934662,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.08,527.08,5350527.08,5350527.08,5350527.08,35210691,35210691,35210691,Toronto,Toronto,3530,3530,3530,2,27337,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,265300.048769,3430.13158949,,,0.1574970914875369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000646,17.12493571,25.4471054,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.08,527.08,5350527.08,5350527.08,5350527.08,35210689,35210689,35210689,Toronto,Toronto,3530,3530,3530,2,28199,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,1066611.3098,6136.21743667,,,0.24454783178348127,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ab,14.70004237,21.99954918,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.08,527.08,5350527.08,5350527.08,5350527.08,35210694,35210694,35210694,Toronto,Toronto,3530,3530,3530,2,28962,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,81021.6578222,1452.80599164,,,0.1837749185633082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,14.78910667,22.13403833,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210700,35210700,35210700,Toronto,Toronto,3530,3530,3530,2,22616,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,178318.102296,2131.33757304,,,0.24620225674101673,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c,14.80655689,22.05196187,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210698,35210698,35210698,Toronto,Toronto,3530,3530,3530,2,22781,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,169478.040851,1691.64590762,,,0.17938586899898024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351,15.4235296,22.92198055,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210701,35210701,35210701,Toronto,Toronto,3530,3530,3530,2,22839,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,652960.646952,5184.24407734,,,0.2572439659314714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6,14.69414994,21.89513905,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210697,35210697,35210697,Toronto,Toronto,3530,3530,3530,2,23597,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,212186.446494,1886.66798165,,,0.27644132476659833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d4,14.71626605,21.99472851,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210699,35210699,35210699,Toronto,Toronto,3530,3530,3530,2,23786,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,302049.529992,2438.03327186,,,0.21465595974256482,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000518,13.82885127,20.67601896,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0527.09,527.09,5350527.09,5350527.09,5350527.09,35210645,35210645,35210645,Toronto,Toronto,3530,3530,3530,2,26218,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,2108568.45084,8079.22191493,,,0.3180382507921021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f,13.93942855,20.84017515,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35210652,35210652,35210652,Toronto,Toronto,3530,3530,3530,2,22923,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,155259.625042,2061.06435705,,,0.27676831974209976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0,13.26638125,19.76502892,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35210659,35210659,35210659,Toronto,Toronto,3530,3530,3530,2,23432,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,182033.782768,1801.69603035,,,0.1639088270682641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000048a,12.80550415,19.1107503,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35210647,35210647,35210647,Toronto,Toronto,3530,3530,3530,2,25295,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,363841.065194,2379.61911346,,,0.23570688053605726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a4,12.71621131,18.99492711,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35210646,35210646,35210646,Toronto,Toronto,3530,3530,3530,2,25460,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,625705.642815,4491.34340571,,,0.3274750974187558,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fc,13.25546287,19.76046037,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35211484,35211484,35211484,Toronto,Toronto,3530,3530,3530,2,26013,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,223674.134611,1982.06420269,,,0.18947605017346963,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000601,13.68834717,20.38805363,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.01,528.01,5350528.01,5350528.01,5350528.01,35210651,35210651,35210651,Toronto,Toronto,3530,3530,3530,2,27767,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,172771.30436,1913.66200857,,,0.1834507312566024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000358,13.38771958,19.9953463,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210685,35210685,35210685,Toronto,Toronto,3530,3530,3530,2,22866,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,239389.016243,2714.79157213,,,0.17647186773555468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000370,13.23722973,19.86774911,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210657,35210657,35210657,Toronto,Toronto,3530,3530,3530,2,23027,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,91060.2284366,1465.98336313,,,0.1589102628948883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000371,13.05459499,19.52521132,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210656,35210656,35210656,Toronto,Toronto,3530,3530,3530,2,23028,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,160682.204905,1603.63545751,,,0.17605787940277864,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef,13.96403918,20.85067916,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35211523,35211523,35211523,Toronto,Toronto,3530,3530,3530,2,23978,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,158695.662292,1685.9277545,,,0.11720330486483493,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437,13.20694083,19.76674974,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35211522,35211522,35211522,Toronto,Toronto,3530,3530,3530,2,24590,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,191899.289791,1765.29287519,,,0.16307522501523397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000049c,13.8858499,20.68342193,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35211486,35211486,35211486,Toronto,Toronto,3530,3530,3530,2,25420,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,701639.987625,4509.83929294,,,0.23830064238372753,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ca,13.4770281,20.07844463,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210686,35210686,35210686,Toronto,Toronto,3530,3530,3530,2,25704,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,98498.9790028,1272.37698308,,,0.18159878679933325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a6,13.93726642,20.65318732,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210653,35210653,35210653,Toronto,Toronto,3530,3530,3530,2,27148,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,84719.4495081,1617.05182886,,,0.19444268908170217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060d,13.29201506,19.86635444,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.02,528.02,5350528.02,5350528.02,5350528.02,35210655,35210655,35210655,Toronto,Toronto,3530,3530,3530,2,27838,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,113406.552265,1341.22247038,,,0.188145062831139,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,13.35636531,19.92508009,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210280,35210280,35210280,Toronto,Toronto,3530,3530,3530,2,22490,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,208943.159637,2438.32349815,,,0.19637995128186816,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf,13.36616234,19.92671225,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210910,35210910,35210910,Toronto,Toronto,3530,3530,3530,2,23633,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,103673.758967,1494.52225017,,,0.19047481457643162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000048d,13.55055409,20.33241212,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210282,35210282,35210282,Toronto,Toronto,3530,3530,3530,2,25306,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,216580.241775,2175.81222036,,,0.2457896189631509,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000522,13.32183548,19.87263607,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210279,35210279,35210279,Toronto,Toronto,3530,3530,3530,2,26281,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,351117.42208,3212.75883671,,,0.19240078663589866,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058c,14.18131713,21.08379234,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210908,35210908,35210908,Toronto,Toronto,3530,3530,3530,2,26965,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,174475.038195,1725.47082134,,,0.16233451981561178,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000598,13.77594521,20.58478421,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210278,35210278,35210278,Toronto,Toronto,3530,3530,3530,2,27052,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,126094.542255,1532.48431668,,,0.15877969141398807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000640,13.93154862,20.73698183,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35211559,35211559,35211559,Toronto,Toronto,3530,3530,3530,2,28153,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,538538.400507,8440.45513354,,,0.21228635127274817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000691,13.44917467,20.12670534,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.10,528.1,5350528.10,5350528.1,5350528.1,35210281,35210281,35210281,Toronto,Toronto,3530,3530,3530,2,28740,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,148815.195698,1998.21828249,,,0.182130157987302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c,14.93981092,22.21032299,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.11,528.11,5350528.11,5350528.11,5350528.11,35211412,35211412,35211412,Toronto,Toronto,3530,3530,3530,2,24845,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,171631.052691,1666.0675757,,,0.19342436963279216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a9,14.70159123,21.9081986,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.11,528.11,5350528.11,5350528.11,5350528.11,35211413,35211413,35211413,Toronto,Toronto,3530,3530,3530,2,27157,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,227053.779342,2026.82918281,,,0.1692705266817131,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039c,12.25635031,18.2745015,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210672,35210672,35210672,Toronto,Toronto,3530,3530,3530,2,23389,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,1126876.1854,8032.99241019,,,0.25842679269756724,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8,11.90342582,17.73207547,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210668,35210668,35210668,Toronto,Toronto,3530,3530,3530,2,24083,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,218829.804639,3477.61215755,,,0.1832536836037331,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa,12.14593312,18.10260484,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210667,35210667,35210667,Toronto,Toronto,3530,3530,3530,2,24119,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,276883.190602,2749.50577118,,,0.16954617047367407,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415,11.90435358,17.72805153,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210674,35210674,35210674,Toronto,Toronto,3530,3530,3530,2,24354,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,203126.945223,2038.96646269,,,0.16119973986065797,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424,12.14621644,18.1020735,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210673,35210673,35210673,Toronto,Toronto,3530,3530,3530,2,24430,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,192282.346158,2781.57055235,,,0.1754754978791271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cf,12.36182379,18.42749849,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35211488,35211488,35211488,Toronto,Toronto,3530,3530,3530,2,25752,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,318978.192629,2938.31543045,,,0.1727870212993716,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000594,12.21181104,18.19140328,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35211485,35211485,35211485,Toronto,Toronto,3530,3530,3530,2,27026,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,186251.951609,2075.79766492,,,0.2288611303508575,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063b,11.92278979,17.76229324,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.12,528.12,5350528.12,5350528.12,5350528.12,35210669,35210669,35210669,Toronto,Toronto,3530,3530,3530,2,28119,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,193092.657474,2524.33412172,,,0.18064698521707565,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,12.44910112,18.52394041,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.13,528.13,5350528.13,5350528.13,5350528.13,35210927,35210927,35210927,Toronto,Toronto,3530,3530,3530,2,22591,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,228539.320351,2155.19673276,,,0.19670114863346255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3,12.63637555,18.88400369,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.13,528.13,5350528.13,5350528.13,5350528.13,35210926,35210926,35210926,Toronto,Toronto,3530,3530,3530,2,23887,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,956658.145813,8331.51975558,,,0.301528308274476,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004eb,12.9,19.26561191,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0528.13,528.13,5350528.13,5350528.13,5350528.13,35210928,35210928,35210928,Toronto,Toronto,3530,3530,3530,2,25921,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,246484.026413,2897.77861186,,,0.22864872329306898,"{""type"":""MultiPoint"",""coordinates"":[]}"
