DAUID,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,geometry,APMean
35211036,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.26,528.26,35210101,,12.16664159
35211037,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.26,528.26,35210101,,13.71882612
35211038,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.26,528.26,35210101,,12.16788819
35211039,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.24,528.24,35210089,,11.71852342
35211428,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.11,516.11,35210143,,10.2060333
35211430,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.28,516.28,35210138,,8.508411672
35211432,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350521.05,521.05,35210111,,10.46342184
35211128,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.08,562.08,35210028,,9.14143399
35211130,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,8.851574259
35211131,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,8.897674922
35211132,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,8.443349969
35211071,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350531.01,531.01,35210026,,10.80092448
35211072,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350531.01,531.01,35210026,,10.75810223
35211446,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.16,516.16,35210143,,10.05982121
35211447,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350513.02,513.02,35210122,,10.01527183
35211448,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350513.02,513.02,35210122,,10.31985572
35211454,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350563.01,563.01,35210041,,9.501979464
35211455,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350572.05,572.05,35210071,,9.51066
35211456,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350511.01,511.01,35210123,,12.69224164
35211457,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350511.01,511.01,35210123,,10.18230777
35211262,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350570.02,570.02,35210051,,11.87244414
35211263,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350570.02,570.02,35210051,,11.03500921
35211264,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,11.47604436
35211265,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,10.59781191
35211266,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,11.15510776
35211267,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,11.08255432
35211268,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,11.29780445
35211269,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.02,571.02,35210051,,11.9634393
35211270,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.01,571.01,35210060,,11.04508448
35211271,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.01,571.01,35210060,,10.95987576
35211272,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350571.01,571.01,35210060,,10.90956401
35211386,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.08,585.08,35210001,,3.425378332
35211394,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,7.130661816
35211110,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350531.02,531.02,35210026,,11.32637697
35211111,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350531.02,531.02,35210026,,11.66913872
35211112,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350530.01,530.01,35210032,,10.86686937
35211113,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350530.01,530.01,35210032,,10.92953805
35211114,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350530.02,530.02,35210032,,13.7737196
35211120,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.09,562.09,35210028,,11.69805321
35211121,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.08,562.08,35210028,,11.78994165
35211122,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.08,562.08,35210028,,10.78817422
35211489,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350500.02,500.02,35210102,,9.318820176
35211490,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350500.02,500.02,35210102,,9.503685534
35211491,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.04,527.04,35210073,,12.03013677
35211133,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.826995346
35211134,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.683079586
35211135,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.39714012
35211136,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.439060599
35211137,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.964666045
35211138,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.464645548
35211140,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.03,562.03,35210031,,7.319285171
35211141,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.04,562.04,35210031,,7.562706348
35211142,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.04,562.04,35210031,,7.731049238
35211511,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.28,516.28,35210138,,8.286187293
35211513,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.44,516.44,35210144,,8.432327399
35211514,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.330431491
35211515,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.29
35211516,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.410602433
35211517,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.46
35211397,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.04,576.04,35210040,,7.116124313
35211399,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.03,575.03,35210050,,8.732359675
35211401,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350572.05,572.05,35210071,,10.31868676
35211402,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350570.01,570.01,35210051,,12.50508691
35211629,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350587.02,587.02,35210007,,3.640407069
35210018,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350586.02,586.02,35210009,,5.679637714
35210019,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350586.02,586.02,35210009,,5.580501012
35210023,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.07,576.07,35210049,,9.929657261
35210024,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.07,576.07,35210049,,9.623492094
35210025,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.07,576.07,35210049,,9.879079769
35210026,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.07,576.07,35210049,,9.640650518
35210027,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.07,576.07,35210049,,9.642160301
35210028,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.05,576.05,35210046,,8.979572001
35211174,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,7.213277362
35211176,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,8.265181994
35211177,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,8.009619198
35211407,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.02,562.02,35210042,,13.26745464
35211409,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350531.01,531.01,35210026,,10.85165936
35211412,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.11,528.11,35210101,,11.46108103
35211413,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.11,528.11,35210101,,11.30726803
35211415,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,12.31617052
35211416,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.07,527.07,35210088,,12.09126689
35211417,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.03,527.03,35210099,,10.1960328
35211434,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350502.01,502.01,35210164,,11.14218559
35211437,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.08,516.08,35210155,,10.41549596
35211438,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.17,516.17,35210152,,10.26268927
35211439,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350518,518,35210130,,10.97839177
35211459,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350520.05,520.05,35210117,,10.3130902
35211460,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350520.09,520.09,35210113,,10.01526184
35211462,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.01,527.01,35210105,,11.30379525
35211463,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350520.02,520.02,35210120,,11.72542515
35211464,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350520.02,520.02,35210120,,11.01712807
35211465,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.04,527.04,35210073,,12.96609852
35211466,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.25,528.25,35210092,,13.31242043
35211179,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,10.08781597
35211180,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,10.19739749
35211181,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,11.10201205
35211182,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,9.884590042
35211183,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,9.373182254
35211196,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.03,585.03,35210006,,5.469928245
35211205,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.03,585.03,35210006,,5.413130337
35211206,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.03,585.03,35210006,,5.023251205
35211546,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,9.730346813
35211547,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,9.949489661
35211548,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,9.972810495
35211419,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350526.01,526.01,35210083,,13.16099533
35211421,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350525.01,525.01,35210079,,13.05333111
35211422,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350525.01,525.01,35210079,,13.55139324
35211423,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350524.02,524.02,35210090,,13.8782897
35211425,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.3,516.3,35210134,,8.920772961
35211426,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350500.01,500.01,35210102,,9.281908456
35211632,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350587.02,587.02,35210007,,4.156758217
35211492,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.04,527.04,35210073,,12.90381775
35211493,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.02,527.02,35210077,,11.84527031
35211496,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.34,528.34,35210084,,13.82071216
35211497,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,10.03286533
35211498,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.21,528.21,35210069,,10.23902788
35211440,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350521.03,521.03,35210111,,10.26422524
35211442,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350512,512,35210106,,10.73799237
35211443,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350513.03,513.03,35210128,,10.81805866
35211444,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350514.02,514.02,35210156,,9.866437142
35211642,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.1,585.1,35210005,,6.076633508
35211643,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.1,585.1,35210005,,5.43473786
35211644,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.09,585.09,35210005,,5.689570181
35211645,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.09,585.09,35210005,,5.350073403
35211518,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.3,516.3,35210134,,9.084014629
35211519,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.3,516.3,35210134,,9.027491472
35211520,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.3,516.3,35210134,,9.150238981
35211521,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.3,516.3,35210134,,9.028728587
35211522,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.02,528.02,35210118,,10.18199767
35211523,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.02,528.02,35210118,,10.75459976
35211467,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350530.01,530.01,35210032,,10.87652092
35211468,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.21,528.21,35210069,,9.121891299
35211471,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.06,576.06,35210040,,7.302580284
35211652,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.24,576.24,35210008,,6.894145249
35211656,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.68,576.68,35210012,,6.2385377
35211657,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.68,576.68,35210012,,6.23
35211658,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.68,576.68,35210012,,6.391421062
35211661,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.66,576.66,35210014,,6.812747049
35211607,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,4.032814771
35211608,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.807608595
35211609,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.987781899
35211610,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.706006315
35211611,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350587.01,587.01,35210003,,3.618995447
35211612,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350587.01,587.01,35210003,,3.709124619
35211794,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.29,576.29,35210066,,7.915668149
35211499,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.31,528.31,35210076,,8.859039283
35211501,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350572.1,572.1,35210072,,9.406511885
35211502,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350572.09,572.09,35210072,,8.724175252
35211505,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350524.01,524.01,35210090,,12.88348112
35211506,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350524.01,524.01,35210090,,13.10730092
35211507,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.44,516.44,35210144,,8.440260883
35211508,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.44,516.44,35210144,,8.523808234
35211509,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.28,516.28,35210138,,8.410147223
35211510,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.28,516.28,35210138,,8.55197048
35211691,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.64,576.64,35210013,,8.058140046
35211693,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.62,576.62,35210011,,9.709444093
35211695,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.62,576.62,35210011,,9.94442067
35211524,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.16,528.16,35210114,,9.864912704
