DAUID,CDUID,CDNAME,CDTYPE,CSDUID,CSDNAME,CSDTYPE,CCSUID,CCSNAME,ERUID,ERNAME,CMAPUID,CMAUID,CMANAME,CMATYPE,SACCODE,SACTYPE,CTUID,CTNAME,PRUID,PRNAME,geometry,APMean
35211269,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350571.02,0571.02,35,Ontario,,15.56901915
35210588,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.03,0516.03,35,Ontario,,14.0987097
35211136,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.03,0562.03,35,Ontario,,9.677738922
35210797,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350511.02,0511.02,35,Ontario,,14.21921654
35210066,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350575.03,0575.03,35,Ontario,,11.52714972
35211751,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.36,0576.36,35,Ontario,,8.932616822
35210516,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.08,0516.08,35,Ontario,,13.34571627
35210393,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350501.02,0501.02,35,Ontario,,11.49760863
35211318,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350528.31,0528.31,35,Ontario,,11.45858847
35211702,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.41,0528.41,35,Ontario,,20.52381773
35211415,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.05,0527.05,35,Ontario,,16.00832835
35210459,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.09,0516.09,35,Ontario,,12.97144384
35211525,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.16,0528.16,35,Ontario,,12.86885888
35211646,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.09,0585.09,35,Ontario,,6.453938741
35211861,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.42,0516.42,35,Ontario,,10.19821829
35212116,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350530.02,0530.02,35,Ontario,,14.18437227
35211491,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.04,0527.04,35,Ontario,,15.68857152
35211538,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.06,0562.06,35,Ontario,,12.6
35211454,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350563.01,0563.01,35,Ontario,,12.36915848
35210270,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.19,0528.19,35,Ontario,,13.27576742
35211246,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.04,0576.04,35,Ontario,,10.17550177
35211772,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.32,0576.32,35,Ontario,,9.429524296
35211842,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.40,0516.40,35,Ontario,,9.872185983
35210224,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350572.04,0572.04,35,Ontario,,11.92837363
35211074,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350531.01,0531.01,35,Ontario,,13.732612
35212077,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.06,0516.06,35,Ontario,,12.94184483
35211135,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.03,0562.03,35,Ontario,,9.644268377
35211505,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350524.01,0524.01,35,Ontario,,16.73562696
35210418,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350501.01,0501.01,35,Ontario,,13.68968718
35211794,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.29,0576.29,35,Ontario,,10.29061682
35210651,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.01,0528.01,35,Ontario,,13.68834717
35211745,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.41,0528.41,35,Ontario,,15.23568531
35210372,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350540.02,0540.02,35,Ontario,,11.69049689
35211788,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.43,0576.43,35,Ontario,,13.0110924
35210120,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350560.00,0560.00,35,Ontario,,13.7
35211630,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350587.02,0587.02,35,Ontario,,5.045784128
35211423,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350524.02,0524.02,35,Ontario,,18.03631099
35211460,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350520.09,0520.09,35,Ontario,,13.00950943
35211647,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.09,0585.09,35,Ontario,,6.241923919
35210058,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350575.08,0575.08,35,Ontario,,10.84744077
35210836,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.02,0513.02,35,Ontario,,12.79605514
35212021,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.35,0528.35,35,Ontario,,21.40977609
35211497,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350575.04,0575.04,35,Ontario,,13.02176713
35210567,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.32,0516.32,35,Ontario,,9.475012777
35211891,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.49,0576.49,35,Ontario,,9.205024359
35211839,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.39,0516.39,35,Ontario,,10.31941789
35210195,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350572.01,0572.01,35,Ontario,,12.00514865
35211085,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350529.02,0529.02,35,Ontario,,14.12409755
35211274,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350571.01,0571.01,35,Ontario,,14.42393784
35210409,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350504.00,0504.00,35,Ontario,,12.5179496
35210663,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.15,0528.15,35,Ontario,,12.90005501
35211795,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.29,0576.29,35,Ontario,,10.17309236
35210655,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.02,0528.02,35,Ontario,,13.29201506
35211496,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.34,0528.34,35,Ontario,,17.98503511
35210114,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350561.00,0561.00,35,Ontario,,15.25139151
35211596,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.04,0516.04,35,Ontario,,13.16654245
35211141,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.04,0562.04,35,Ontario,,9.814118164
35210715,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.01,0513.01,35,Ontario,,13.65192797
35210957,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350500.02,0500.02,35,Ontario,,12.59934185
35211477,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.37,0516.37,35,Ontario,,12.18791391
35211031,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.25,0528.25,35,Ontario,,16.30400887
35210795,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350511.02,0511.02,35,Ontario,,15.70492335
35211822,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.43,0528.43,35,Ontario,,13.06294432
35210553,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.01,0516.01,35,Ontario,,11.17705684
35211625,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350587.01,0587.01,35,Ontario,,4.461222701
35210498,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.26,0516.26,35,Ontario,,13.76265712
35211902,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.51,0576.51,35,Ontario,,8.598225999
35210354,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350509.02,0509.02,35,Ontario,,14.50756313
35211066,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350530.01,0530.01,35,Ontario,,14.21262858
35211007,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350523.00,0523.00,35,Ontario,,13.7132682
35211903,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.51,0576.51,35,Ontario,,8.774233924
35211833,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350520.08,0520.08,35,Ontario,,14.28169091
35210803,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350511.02,0511.02,35,Ontario,,13.22658075
35210346,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350510.00,0510.00,35,Ontario,,15.5335033
35210923,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.03,0527.03,35,Ontario,,13.44092104
35210240,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350550.01,0550.01,35,Ontario,,14.80010502
35210816,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350521.05,0521.05,35,Ontario,,13.6390441
35210353,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350509.02,0509.02,35,Ontario,,14.05600451
35211831,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350520.08,0520.08,35,Ontario,,13.1728408
35210090,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350563.01,0563.01,35,Ontario,,12.15569558
35210756,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350500.01,0500.01,35,Ontario,,11.73377712
35210579,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.20,0516.20,35,Ontario,,11.41441335
35210052,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350575.05,0575.05,35,Ontario,,11.78956795
35211636,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.09,0585.09,35,Ontario,,6.608339877
35210633,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.11,0516.11,35,Ontario,,12.23522369
35210146,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.02,0562.02,35,Ontario,,12.07580127
35212085,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350563.01,0563.01,35,Ontario,,12.61437203
35211316,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350528.31,0528.31,35,Ontario,,11.38759131
35210391,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350501.02,0501.02,35,Ontario,,10.99835147
35211619,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350587.02,0587.02,35,Ontario,,4.568045026
35211738,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.39,0528.39,35,Ontario,,13.72780769
35210430,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350502.01,0502.01,35,Ontario,,14.88617639
35210408,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350504.00,0504.00,35,Ontario,,13.88289876
35210959,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350500.02,0500.02,35,Ontario,,13.48619971
35211856,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.42,0516.42,35,Ontario,,10.25389291
35210125,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350564.02,0564.02,35,Ontario,,11.75512712
35211162,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.16,0576.16,35,Ontario,,9.472125513
35211806,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.09,0573.09,35,Ontario,,11.60609717
35211954,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.38,0516.38,35,Ontario,,12.5470779
35211478,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.18,0516.18,35,Ontario,,14.01307338
35210727,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350514.02,0514.02,35,Ontario,,14.21671753
35210557,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.23,0516.23,35,Ontario,,9.847705306
35210848,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350520.05,0520.05,35,Ontario,,13.2
35211137,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.03,0562.03,35,Ontario,,10.37734735
35212110,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.06,0516.06,35,Ontario,,14.04443954
35211904,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.51,0576.51,35,Ontario,,8.8
35210675,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.47,0528.47,35,Ontario,,11.67445564
35211357,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.05,0573.05,35,Ontario,,12.19057872
35210265,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.18,0528.18,35,Ontario,,17.14771523
35211367,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.03,0573.03,35,Ontario,,12.65297557
35210355,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350509.01,0509.01,35,Ontario,,15.65334057
35211637,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.09,0585.09,35,Ontario,,6.918373478
35210176,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.07,0573.07,35,Ontario,,12.35435786
35211678,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.20,0576.20,35,Ontario,,9.598711852
35210607,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.01,0516.01,35,Ontario,,10.6018775
35211268,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350571.02,0571.02,35,Ontario,,14.70636044
35211966,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.42,0516.42,35,Ontario,,10
35210564,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.32,0516.32,35,Ontario,,9.60810705
35211733,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.49,0528.49,35,Ontario,,11.51002659
35210931,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.30,0516.30,35,Ontario,,12.80621912
35211905,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.51,0576.51,35,Ontario,,8.8
35210669,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.12,0528.12,35,Ontario,,11.92278979
35211791,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.11,0573.11,35,Ontario,,11.21340795
35210274,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.24,0528.24,35,Ontario,,14.67377401
35210721,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.01,0513.01,35,Ontario,,12.26394074
35212134,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.39,0576.39,35,Ontario,,11.33702291
35210190,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350572.01,0572.01,35,Ontario,,11.93209102
35211506,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350524.01,0524.01,35,Ontario,,17.04814676
35211984,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.05,0585.05,35,Ontario,,5.377170784
35210503,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.24,0516.24,35,Ontario,,12.57144801
35211559,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350528.10,0528.10,35,Ontario,,13.93154862
35210792,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350510.00,0510.00,35,Ontario,,16.12031051
35211968,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.42,0516.42,35,Ontario,,10.39236126
35211216,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.05,0585.05,35,Ontario,,5.495295612
35211948,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.37,0516.37,35,Ontario,,12.56333008
35210618,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350550.02,0550.02,35,Ontario,,11.65451569
35210890,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.01,0527.01,35,Ontario,,14.89154579
35211603,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.07,0585.07,35,Ontario,,4.499027436
35211669,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.22,0576.22,35,Ontario,,10.49599411
35210689,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.08,0527.08,35,Ontario,,17.12493571
35211762,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.10,0576.10,35,Ontario,,9.326769826
35212124,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.45,0576.45,35,Ontario,,9.057834373
35210829,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.02,0513.02,35,Ontario,,12.19450488
35210348,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350510.00,0510.00,35,Ontario,,17.06867508
35212089,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.24,0576.24,35,Ontario,,7.94805907
35211611,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350587.01,0587.01,35,Ontario,,4.722904109
35210999,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350527.02,0527.02,35,Ontario,,17.13635021
35211685,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.46,0576.46,35,Ontario,,11.38022105
35211132,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350562.06,0562.06,35,Ontario,,10.97355075
35211215,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350585.05,0585.05,35,Ontario,,5.410091403
35210533,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.29,0516.29,35,Ontario,,11.17572014
35210178,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350573.07,0573.07,35,Ontario,,12.03227876
35212068,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.50,0576.50,35,Ontario,,11.12833163
35210835,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.04,0513.04,35,Ontario,,13.31127889
35210059,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350575.08,0575.08,35,Ontario,,10.87094497
35210130,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350563.02,0563.02,35,Ontario,,13.60149762
35210550,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.05,0516.05,35,Ontario,,11.8459094
35211916,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.44,0576.44,35,Ontario,,11.00281587
35210207,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350572.04,0572.04,35,Ontario,,12.04059948
35212076,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350516.06,0516.06,35,Ontario,,11.8
35211575,3521,Peel,RM,3521010,Brampton,CY,3521010,Brampton,3530,Toronto,35535,535,Toronto,B,535,1,5350576.31,0576.31,35,Ontario,,8.177081801
35210716,3521,Peel,RM,3521005,Mississauga,CY,3521005,Mississauga,3530,Toronto,35535,535,Toronto,B,535,1,5350513.01,0513.01,35,Ontario,,13.03228688
35211624,3521,Peel,RM,3521024,Caledon,T,3521024,Caledon,3530,Toronto,35535,535,Toronto,B,535,1,5350587.02,0587.02,35,Ontario,,4.708093122
